	end	entity_group	score	start	word	brand_name	application_number	match_type	concept_id
2247	376	GENETIC	0.9999905824661255	364	CYP2C19 gene			0	
2248	395	GENETIC	0.9999926090240479	388	CYP2C19			100	normalize.gene:CYP2C19
2249	631	GENETIC	0.999994158744812	624	CYP2C19			100	normalize.gene:CYP2C19
2250	720	GENETIC	0.999991774559021	713	CYP2C19			100	normalize.gene:CYP2C19
2251	1140	GENETIC	0.984594464302063	1133	CYP2C19			100	normalize.gene:CYP2C19
2252	114	CHEMICAL	0.9999986886978149	97	2 - oxo - clopidogrel			0	
2253	151	CHEMICAL	0.9999980926513672	140	Clopidogrel			80	rxcui:32968
2255	256	DISEASE	0.9999802708625793	236	platelet aggregation			0	
2257	986	DISEASE	0.9999857544898987	966	platelet aggregation			0	
2259	29	GENETIC	0.9999860525131226	22	CYP2C19	Esomeprazole sodium	ANDA205379	100	normalize.gene:CYP2C19
2260	120	GENETIC	0.9911182522773743	104	CYP2C19 * 1 allele	Esomeprazole sodium	ANDA205379	0	
2261	167	GENETIC	0.9999744296073914	151	CYP2C19 * 2 and * 3	Esomeprazole sodium	ANDA205379	0	
2262	633	GENETIC	0.9999912977218628	626	CYP2C19	Esomeprazole sodium	ANDA205379	100	normalize.gene:CYP2C19
2263	736	GENETIC	0.9999939203262329	729	CYP2C19	Esomeprazole sodium	ANDA205379	100	normalize.gene:CYP2C19
2264	829	GENETIC	0.9999918937683105	822	CYP2C19	Esomeprazole sodium	ANDA205379	100	normalize.gene:CYP2C19
2265	98	CHEMICAL	0.9999980926513672	86	esomeprazole	Esomeprazole sodium	ANDA205379	80	rxcui:1294569
2266	451	CHEMICAL	0.9999982118606567	439	esomeprazole	Esomeprazole sodium	ANDA205379	80	rxcui:1294569
2267	674	CHEMICAL	0.9999982118606567	662	esomeprazole	Esomeprazole sodium	ANDA205379	80	rxcui:1294569
2268	1136	CHEMICAL	0.9999974966049194	1124	Esomeprazole	Esomeprazole sodium	ANDA205379	80	rxcui:1294569
2269	1143	CHEMICAL	0.7049687504768372	1137	sodium	Esomeprazole sodium	ANDA205379	80	rxcui:9853
2271	28	GENETIC	0.9999898672103882	22	CYP2C9			100	normalize.gene:CYP2C9
2272	170	GENETIC	0.9999883770942688	162	CYP2C9 * 2			0	
2273	183	GENETIC	0.9999847412109375	175	CYP2C9 * 3			0	
2274	304	GENETIC	0.9990692734718323	293	CYP2C9 * 3 / * 3			0	
2275	432	GENETIC	0.9970158934593201	421	CYP2C9 * 1 / * 1			0	
2276	441	GENETIC	0.7548413872718811	438	/ * 3			0	
2277	540	GENETIC	0.9999740123748779	534	CYP2C9			100	normalize.gene:CYP2C9
2278	330	CHEMICAL	0.9999980926513672	321	celecoxib			80	rxcui:140587
2279	486	CHEMICAL	0.9999980926513672	477	celecoxib			80	rxcui:140587
2281	29	GENETIC	0.9999871253967285	22	CYP2C19	Protonix I.V.	NDA020988	100	normalize.gene:CYP2C19
2282	461	GENETIC	0.9999942779541016	454	CYP2C19	Protonix I.V.	NDA020988	100	normalize.gene:CYP2C19
2283	600	GENETIC	0.9999922513961792	593	CYP2C19	Protonix I.V.	NDA020988	100	normalize.gene:CYP2C19
2284	615	GENETIC	0.999987781047821	602	CYP2C19 * 2 / * 2	Protonix I.V.	NDA020988	0	
2285	711	GENETIC	0.9999154210090637	698	CYP2C19 * 1 / * 1	Protonix I.V.	NDA020988	0	
2286	744	GENETIC	0.9999868869781494	731	CYP2C19 * 1 / * x	Protonix I.V.	NDA020988	0	
2287	267	CHEMICAL	0.9999982118606567	255	pantoprazole	Protonix I.V.	NDA020988	80	rxcui:253191
2289	44	GENETIC	0.9999439716339111	26	HLA - B * 58 : 01 allele	Allopurinol	ANDA212363	0	
2290	217	GENETIC	0.9999921917915344	199	HLA - B * 58 : 01 allele	Allopurinol	ANDA212363	0	
2291	428	GENETIC	0.9999920725822449	410	HLA - B * 58 : 01 allele	Allopurinol	ANDA212363	0	
2292	136	CHEMICAL	0.9999972581863403	125	allopurinol	Allopurinol	ANDA212363	80	rxcui:519
2294	80	DISEASE	0.6666905283927917	76	skin	Allopurinol	ANDA212363	0	
2296	121	DISEASE	0.9999933242797852	105	hypersensitivity	Allopurinol	ANDA212363	80	ncit:C3114
2298	45	GENETIC	0.9999517202377319	38	CYP2C19	Clobazam	ANDA209796	100	normalize.gene:CYP2C19
2299	151	GENETIC	0.9999902248382568	144	CYP2C19	Clobazam	ANDA209796	100	normalize.gene:CYP2C19
2300	417	GENETIC	0.9999904632568359	410	CYP2C19	Clobazam	ANDA209796	100	normalize.gene:CYP2C19
2301	521	GENETIC	0.9999910593032837	514	CYP2C19	Clobazam	ANDA209796	100	normalize.gene:CYP2C19
2302	666	GENETIC	0.9999902248382568	659	CYP2C19	Clobazam	ANDA209796	100	normalize.gene:CYP2C19
2303	130	CHEMICAL	0.9999985098838806	111	N - desmethylclobazam	Clobazam	ANDA209796	0	
2304	195	CHEMICAL	0.9999987483024597	176	N - desmethylclobazam	Clobazam	ANDA209796	0	
2305	638	CHEMICAL	0.9999978542327881	630	clobazam	Clobazam	ANDA209796	80	rxcui:21241
2307	28	GENETIC	0.9999802112579346	22	CYP2C9	Phenytoin Sodium	ANDA040684	100	normalize.gene:CYP2C9
2308	108	GENETIC	0.999993085861206	100	CYP2C9 * 2	Phenytoin Sodium	ANDA040684	0	
2309	129	GENETIC	0.9826747179031372	113	CYP2C9 * 3 alleles	Phenytoin Sodium	ANDA040684	0	
2310	333	GENETIC	0.9949547052383423	319	CYP2C9 alleles	Phenytoin Sodium	ANDA040684	0	
2311	439	GENETIC	0.9999858140945435	433	CYP2C9	Phenytoin Sodium	ANDA040684	100	normalize.gene:CYP2C9
2312	606	GENETIC	0.9999920129776001	600	CYP2C9	Phenytoin Sodium	ANDA040684	100	normalize.gene:CYP2C9
2313	284	CHEMICAL	0.9999982118606567	275	phenytoin	Phenytoin Sodium	ANDA040684	80	rxcui:71227
2314	385	CHEMICAL	0.9999982118606567	376	phenytoin	Phenytoin Sodium	ANDA040684	80	rxcui:71227
2316	28	GENETIC	0.9999828338623047	22	CYP2D6			100	normalize.gene:CYP2D6
2317	171	GENETIC	0.9999653697013855	157	CYP2D6 isozyme			0	
2318	294	GENETIC	0.9999904632568359	288	CYP2D6			100	normalize.gene:CYP2D6
2319	550	GENETIC	0.9999915361404419	544	CYP2D6			100	normalize.gene:CYP2D6
2320	286	CHEMICAL	0.9999980926513672	275	galantamine			80	rxcui:4637
2321	395	CHEMICAL	0.9999978542327881	384	galantamine			80	rxcui:4637
2323	480	DISEASE	0.9999918937683105	461	Alzheimer ' s disease			0	
2325	28	GENETIC	0.9999910593032837	22	CYP2D6	Metoprolol Tartrate	ANDA204205	100	normalize.gene:CYP2D6
2326	131	GENETIC	0.9999895095825195	125	CYP2D6	Metoprolol Tartrate	ANDA204205	100	normalize.gene:CYP2D6
2327	194	GENETIC	0.999991774559021	188	CYP2D6	Metoprolol Tartrate	ANDA204205	100	normalize.gene:CYP2D6
2328	240	CHEMICAL	0.9999982118606567	230	metoprolol	Metoprolol Tartrate	ANDA204205	80	rxcui:6918
2329	276	CHEMICAL	0.9999980926513672	266	metoprolol	Metoprolol Tartrate	ANDA204205	80	rxcui:6918
2331	29	GENETIC	0.9999904632568359	22	CYP2C19	Clopidogrel	ANDA204165	100	normalize.gene:CYP2C19
2332	292	GENETIC	0.9999939203262329	285	CYP2C19	Clopidogrel	ANDA204165	100	normalize.gene:CYP2C19
2333	376	GENETIC	0.9999918341636658	364	CYP2C19 gene	Clopidogrel	ANDA204165	0	
2334	396	GENETIC	0.9999908208847046	389	CYP2C19	Clopidogrel	ANDA204165	100	normalize.gene:CYP2C19
2335	633	GENETIC	0.9999942779541016	626	CYP2C19	Clopidogrel	ANDA204165	100	normalize.gene:CYP2C19
2336	722	GENETIC	0.9999935626983643	715	CYP2C19	Clopidogrel	ANDA204165	100	normalize.gene:CYP2C19
2337	1142	GENETIC	0.9999725818634033	1135	CYP2C19	Clopidogrel	ANDA204165	100	normalize.gene:CYP2C19
2338	114	CHEMICAL	0.9999983906745911	97	2 - oxo - clopidogrel	Clopidogrel	ANDA204165	0	
2339	151	CHEMICAL	0.9999979734420776	140	Clopidogrel	Clopidogrel	ANDA204165	80	rxcui:32968
2340	1633	CHEMICAL	0.9999305009841919	1630	ADP	Clopidogrel	ANDA204165	80	iuphar.ligand:1712
2342	256	DISEASE	0.9999780654907227	236	platelet aggregation	Clopidogrel	ANDA204165	0	
2344	988	DISEASE	0.9995702505111694	968	platelet aggregation	Clopidogrel	ANDA204165	0	
2346	1619	DISEASE	0.9998083710670471	1599	platelet aggregation	Clopidogrel	ANDA204165	0	
2348	1677	DISEASE	0.9971835613250732	1666	platelet in	Clopidogrel	ANDA204165	0	
2349	29	GENETIC	0.9999865293502808	22	CYP2C19	PANTOPRAZOLE SODIUM	ANDA211368	100	normalize.gene:CYP2C19
2350	459	GENETIC	0.999994158744812	452	CYP2C19	PANTOPRAZOLE SODIUM	ANDA211368	100	normalize.gene:CYP2C19
2351	598	GENETIC	0.9999923706054688	591	CYP2C19	PANTOPRAZOLE SODIUM	ANDA211368	100	normalize.gene:CYP2C19
2352	613	GENETIC	0.9999871850013733	600	CYP2C19 * 2 / * 2	PANTOPRAZOLE SODIUM	ANDA211368	0	
2353	709	GENETIC	0.9999366402626038	696	CYP2C19 * 1 / * 1	PANTOPRAZOLE SODIUM	ANDA211368	0	
2354	742	GENETIC	0.9999870657920837	729	CYP2C19 * 1 / * x	PANTOPRAZOLE SODIUM	ANDA211368	0	
2355	267	CHEMICAL	0.9999982118606567	255	pantoprazole	PANTOPRAZOLE SODIUM	ANDA211368	80	rxcui:253191
2357	29	GENETIC	0.999982476234436	22	CYP2C19	Talicia	NDA213004	100	normalize.gene:CYP2C19
2358	118	GENETIC	0.9925251007080078	102	CYP2C19 * 1 allele	Talicia	NDA213004	0	
2359	165	GENETIC	0.9999837875366211	149	CYP2C19 * 2 and * 3	Talicia	NDA213004	0	
2360	256	GENETIC	0.9999914169311523	249	CYP2C19	Talicia	NDA213004	100	normalize.gene:CYP2C19
2361	620	GENETIC	0.99998939037323	613	CYP2C19	Talicia	NDA213004	100	normalize.gene:CYP2C19
2362	889	GENETIC	0.9999918937683105	882	CYP2C19	Talicia	NDA213004	100	normalize.gene:CYP2C19
2363	96	CHEMICAL	0.9999983310699463	86	omeprazole	Talicia	NDA213004	80	rxcui:7646
2364	441	CHEMICAL	0.9999983310699463	431	omeprazole	Talicia	NDA213004	80	rxcui:7646
2365	693	CHEMICAL	0.9999978542327881	683	omeprazole	Talicia	NDA213004	80	rxcui:7646
2366	721	CHEMICAL	0.9999979734420776	711	omeprazole	Talicia	NDA213004	80	rxcui:7646
2368	29	GENETIC	0.9999909400939941	22	CYP2C19	Clopidogrel	ANDA204165	100	normalize.gene:CYP2C19
2369	292	GENETIC	0.9999938011169434	285	CYP2C19	Clopidogrel	ANDA204165	100	normalize.gene:CYP2C19
2370	376	GENETIC	0.9999915957450867	364	CYP2C19 gene	Clopidogrel	ANDA204165	0	
2371	396	GENETIC	0.9999912977218628	389	CYP2C19	Clopidogrel	ANDA204165	100	normalize.gene:CYP2C19
2372	633	GENETIC	0.9999942779541016	626	CYP2C19	Clopidogrel	ANDA204165	100	normalize.gene:CYP2C19
2373	722	GENETIC	0.9999934434890747	715	CYP2C19	Clopidogrel	ANDA204165	100	normalize.gene:CYP2C19
2374	1142	GENETIC	0.9999762773513794	1135	CYP2C19	Clopidogrel	ANDA204165	100	normalize.gene:CYP2C19
2375	114	CHEMICAL	0.9999980926513672	97	2 - oxo - clopidogrel	Clopidogrel	ANDA204165	0	
2376	151	CHEMICAL	0.9999979734420776	140	Clopidogrel	Clopidogrel	ANDA204165	80	rxcui:32968
2377	1612	CHEMICAL	0.999967098236084	1609	ADP	Clopidogrel	ANDA204165	80	iuphar.ligand:1712
2379	256	DISEASE	0.9999811053276062	236	platelet aggregation	Clopidogrel	ANDA204165	0	
2381	988	DISEASE	0.999701976776123	968	platelet aggregation	Clopidogrel	ANDA204165	0	
2383	1597	DISEASE	0.9963494539260864	1577	platelet aggregation	Clopidogrel	ANDA204165	0	
2385	1664	DISEASE	0.9992672204971313	1645	platelet inhibition	Clopidogrel	ANDA204165	0	
2387	47	GENETIC	0.7857256531715393	46	-	Irinotecan Hydrochloride	ANDA077776	0	
2388	83	GENETIC	0.9999892711639404	77	UGT1A1	Irinotecan Hydrochloride	ANDA077776	100	normalize.gene:UGT1A1
2389	120	GENETIC	0.999993085861206	109	UGT1A1 gene	Irinotecan Hydrochloride	ANDA077776	0	
2390	150	GENETIC	0.9647170305252075	133	UGT1A1 * 28 [ ( TA ) 7 ]	Irinotecan Hydrochloride	ANDA077776	0	
2391	157	GENETIC	0.7660101652145386	155	* 6	Irinotecan Hydrochloride	ANDA077776	0	
2392	195	GENETIC	0.9999849200248718	182	UGT1A1 enzyme	Irinotecan Hydrochloride	ANDA077776	0	
2393	387	GENETIC	0.9999896287918091	381	UGT1A1	Irinotecan Hydrochloride	ANDA077776	100	normalize.gene:UGT1A1
2394	557	GENETIC	0.9732001423835754	554	- 38	Irinotecan Hydrochloride	ANDA077776	0	
2395	571	GENETIC	0.9739448428153992	563	UGT1A1 * 6	Irinotecan Hydrochloride	ANDA077776	0	
2396	574	GENETIC	0.9284286499023438	572	* 6	Irinotecan Hydrochloride	ANDA077776	0	
2397	722	GENETIC	0.9999938011169434	713	UGT1A1 * 28	Irinotecan Hydrochloride	ANDA077776	0	
2398	781	GENETIC	0.9999880194664001	772	UGT1A1 * 28	Irinotecan Hydrochloride	ANDA077776	0	
2399	795	GENETIC	0.9508175849914551	785	* 6 alleles	Irinotecan Hydrochloride	ANDA077776	0	
2400	810	GENETIC	0.8886361718177795	808	28	Irinotecan Hydrochloride	ANDA077776	0	
2401	822	GENETIC	0.9999871253967285	816	UGT1A1	Irinotecan Hydrochloride	ANDA077776	100	normalize.gene:UGT1A1
2402	1114	GENETIC	0.9726067185401917	1090	UGT1A1 * 28 and * 6 alleles	Irinotecan Hydrochloride	ANDA077776	0	
2403	1209	GENETIC	0.9999890327453613	1200	UGT1A1 * 28	Irinotecan Hydrochloride	ANDA077776	0	
2404	1216	GENETIC	0.9166734218597412	1214	* 6	Irinotecan Hydrochloride	ANDA077776	0	
2405	1337	GENETIC	0.9998264312744141	1328	UGT1A1 * 28	Irinotecan Hydrochloride	ANDA077776	0	
2406	1344	GENETIC	0.9877749085426331	1342	* 6	Irinotecan Hydrochloride	ANDA077776	0	
2407	1542	GENETIC	0.9999890923500061	1526	UGT1A1 * 28 allele	Irinotecan Hydrochloride	ANDA077776	0	
2408	49	CHEMICAL	0.9999971985816956	44	SN - 38	Irinotecan Hydrochloride	ANDA077776	0	
2409	504	CHEMICAL	0.9999948740005493	480	irinotecan hydrochloride	Irinotecan Hydrochloride	ANDA077776	80	rxcui:153329
2410	557	CHEMICAL	0.9999978542327881	552	SN - 38	Irinotecan Hydrochloride	ANDA077776	0	
2411	1267	CHEMICAL	0.9999983310699463	1257	irinotecan	Irinotecan Hydrochloride	ANDA077776	80	rxcui:153329
2413	474	DISEASE	0.999991774559021	463	neutropenia	Irinotecan Hydrochloride	ANDA077776	80	mondo:0001475
2415	926	DISEASE	0.9999914169311523	915	neutropenia	Irinotecan Hydrochloride	ANDA077776	80	mondo:0001475
2417	1161	DISEASE	0.9999933242797852	1153	diarrhea	Irinotecan Hydrochloride	ANDA077776	60	mondo:0001673
2419	28	GENETIC	0.9999896287918091	22	CYP2C9	Celecoxib	ANDA200562	100	normalize.gene:CYP2C9
2420	170	GENETIC	0.9999882578849792	162	CYP2C9 * 2	Celecoxib	ANDA200562	0	
2421	183	GENETIC	0.9999837875366211	175	CYP2C9 * 3	Celecoxib	ANDA200562	0	
2422	304	GENETIC	0.9990349411964417	293	CYP2C9 * 3 / * 3	Celecoxib	ANDA200562	0	
2423	432	GENETIC	0.9964959025382996	421	CYP2C9 * 1 / * 1	Celecoxib	ANDA200562	0	
2424	441	GENETIC	0.720211923122406	438	/ * 3	Celecoxib	ANDA200562	0	
2425	540	GENETIC	0.999972939491272	534	CYP2C9	Celecoxib	ANDA200562	100	normalize.gene:CYP2C9
2426	330	CHEMICAL	0.9999980926513672	321	celecoxib	Celecoxib	ANDA200562	80	rxcui:140587
2427	486	CHEMICAL	0.9999979734420776	477	celecoxib	Celecoxib	ANDA200562	80	rxcui:140587
2429	28	GENETIC	0.9954932928085327	22	CYP2D6	Fanapt	NDA022192	100	normalize.gene:CYP2D6
2430	76	GENETIC	0.9999741315841675	70	CYP2D6	Fanapt	NDA022192	100	normalize.gene:CYP2D6
2431	131	GENETIC	0.9999493360519409	125	CYP2D6	Fanapt	NDA022192	100	normalize.gene:CYP2D6
2432	265	GENETIC	0.9999876022338867	259	CYP2D6	Fanapt	NDA022192	100	normalize.gene:CYP2D6
2433	314	CHEMICAL	0.9999978542327881	303	iloperidone	Fanapt	NDA022192	80	rxcui:73178
2434	365	CHEMICAL	0.9999979734420776	354	iloperidone	Fanapt	NDA022192	80	rxcui:73178
2436	28	GENETIC	0.9999911785125732	22	CYP2D6	Metoprolol Succinate	ANDA204106	100	normalize.gene:CYP2D6
2437	131	GENETIC	0.9999901056289673	125	CYP2D6	Metoprolol Succinate	ANDA204106	100	normalize.gene:CYP2D6
2438	194	GENETIC	0.9999921321868896	188	CYP2D6	Metoprolol Succinate	ANDA204106	100	normalize.gene:CYP2D6
2439	240	CHEMICAL	0.9999982118606567	230	metoprolol	Metoprolol Succinate	ANDA204106	80	rxcui:6918
2440	276	CHEMICAL	0.9999980926513672	266	metoprolol	Metoprolol Succinate	ANDA204106	80	rxcui:6918
2442	67	GENETIC	0.9999909400939941	60	OATP1B1			60	normalize.gene:OATP1B1
2443	278	GENETIC	0.9999905824661255	271	OATP1B1			60	normalize.gene:OATP1B1
2444	297	GENETIC	0.993118941783905	281	SLCO1B1 521T > C			0	
2445	353	GENETIC	0.9995046854019165	338	SLCO1B1 521 C / C			0	
2446	49	CHEMICAL	0.9999978542327881	37	rosuvastatin			80	rxcui:301542
2447	144	CHEMICAL	0.9999979734420776	132	rosuvastatin			80	rxcui:301542
2448	485	CHEMICAL	0.9999979734420776	473	rosuvastatin			80	rxcui:301542
2450	29	GENETIC	0.9998807907104492	22	CYP2C19	Voriconazole	ANDA211099	100	normalize.gene:CYP2C19
2451	87	CHEMICAL	0.9999980926513672	75	voriconazole	Voriconazole	ANDA211099	80	rxcui:121243
2452	420	CHEMICAL	0.9999980926513672	408	voriconazole	Voriconazole	ANDA211099	80	rxcui:121243
2453	594	CHEMICAL	0.9999980926513672	582	voriconazole	Voriconazole	ANDA211099	80	rxcui:121243
2455	80	GENETIC	0.9999938011169434	74	CYP2B6	Effient	NDA022307	100	normalize.gene:CYP2B6
2456	88	GENETIC	0.999992847442627	82	CYP2C9	Effient	NDA022307	100	normalize.gene:CYP2C9
2457	97	GENETIC	0.9999946355819702	90	CYP2C19	Effient	NDA022307	100	normalize.gene:CYP2C19
2458	108	GENETIC	0.9999943971633911	102	CYP3A5	Effient	NDA022307	100	normalize.gene:CYP3A5
2459	145	CHEMICAL	0.9999979734420776	136	prasugrel	Effient	NDA022307	80	rxcui:613391
2461	207	DISEASE	0.9999828934669495	187	platelet aggregation	Effient	NDA022307	0	
2463	29	GENETIC	0.9999865293502808	22	CYP2C19	PANTOPRAZOLE SODIUM	ANDA211368	100	normalize.gene:CYP2C19
2464	459	GENETIC	0.999994158744812	452	CYP2C19	PANTOPRAZOLE SODIUM	ANDA211368	100	normalize.gene:CYP2C19
2465	598	GENETIC	0.9999923706054688	591	CYP2C19	PANTOPRAZOLE SODIUM	ANDA211368	100	normalize.gene:CYP2C19
2466	613	GENETIC	0.9999871850013733	600	CYP2C19 * 2 / * 2	PANTOPRAZOLE SODIUM	ANDA211368	0	
2467	709	GENETIC	0.9999366402626038	696	CYP2C19 * 1 / * 1	PANTOPRAZOLE SODIUM	ANDA211368	0	
2468	742	GENETIC	0.9999870657920837	729	CYP2C19 * 1 / * x	PANTOPRAZOLE SODIUM	ANDA211368	0	
2469	267	CHEMICAL	0.9999982118606567	255	pantoprazole	PANTOPRAZOLE SODIUM	ANDA211368	80	rxcui:253191
2471	28	GENETIC	0.9999799728393555	22	CYP2C9			100	normalize.gene:CYP2C9
2472	108	GENETIC	0.999993085861206	100	CYP2C9 * 2			0	
2473	129	GENETIC	0.9819892644882202	113	CYP2C9 * 3 alleles			0	
2474	333	GENETIC	0.9948822259902954	319	CYP2C9 alleles			0	
2475	439	GENETIC	0.999985933303833	433	CYP2C9			100	normalize.gene:CYP2C9
2476	600	GENETIC	0.9999920129776001	594	CYP2C9			100	normalize.gene:CYP2C9
2477	284	CHEMICAL	0.9999982118606567	275	phenytoin			80	rxcui:71227
2478	385	CHEMICAL	0.9999982118606567	376	phenytoin			80	rxcui:71227
2480	26	GENETIC	0.9999876022338867	22	RYR1	Succinylcholine Chloride	ANDA214514	100	normalize.gene:RYR1
2481	38	GENETIC	0.9999802112579346	31	CACNA1S	Succinylcholine Chloride	ANDA214514	100	normalize.gene:CACNA1S
2482	330	GENETIC	0.9999938011169434	326	RYR1	Succinylcholine Chloride	ANDA214514	100	normalize.gene:RYR1
2483	342	GENETIC	0.9999933242797852	335	CACNA1S	Succinylcholine Chloride	ANDA214514	100	normalize.gene:CACNA1S
2484	201	CHEMICAL	0.9999982118606567	186	succinylcholine	Succinylcholine Chloride	ANDA214514	80	rxcui:10154
2485	237	CHEMICAL	0.99998539686203	213	succinylcholine chloride	Succinylcholine Chloride	ANDA214514	80	rxcui:10154
2487	142	DISEASE	0.9999885559082031	120	malignant hyperthermia	Succinylcholine Chloride	ANDA214514	60	ncit:C84869
2489	162	DISEASE	0.9999939203262329	159	MHS	Succinylcholine Chloride	ANDA214514	60	mondo:0020485
2491	362	DISEASE	0.9999935626983643	359	MHS	Succinylcholine Chloride	ANDA214514	60	mondo:0020485
2493	29	GENETIC	0.9998997449874878	22	CYP2C19	VFEND	NDA021267	100	normalize.gene:CYP2C19
2494	87	CHEMICAL	0.9999980926513672	75	voriconazole	VFEND	NDA021267	80	rxcui:121243
2495	414	CHEMICAL	0.9999980926513672	402	voriconazole	VFEND	NDA021267	80	rxcui:121243
2496	588	CHEMICAL	0.9999980926513672	576	voriconazole	VFEND	NDA021267	80	rxcui:121243
2498	28	GENETIC	0.999963641166687	22	CYP2C9			100	normalize.gene:CYP2C9
2499	39	GENETIC	0.9999866485595703	33	VKORC1			100	normalize.gene:VKORC1
2500	136	GENETIC	0.9999942779541016	130	CYP2C9			100	normalize.gene:CYP2C9
2501	189	GENETIC	0.9999931454658508	181	CYP2C9 * 2			0	
2502	202	GENETIC	0.9999935030937195	194	CYP2C9 * 3			0	
2503	239	GENETIC	0.9999927282333374	233	CYP2C9			100	normalize.gene:CYP2C9
2504	369	GENETIC	0.9999926686286926	361	CYP2C9 * 2			0	
2505	382	GENETIC	0.9999925494194031	374	CYP2C9 * 3			0	
2506	410	GENETIC	0.9999921321868896	404	CYP2C9			100	normalize.gene:CYP2C9
2507	721	GENETIC	0.9999895095825195	717	VKOR			60	normalize.gene:VKOR
2508	812	GENETIC	0.9999814629554749	801	VKORC1 gene			0	
2509	899	GENETIC	0.9999899864196777	893	VKORC1			100	normalize.gene:VKORC1
2510	915	GENETIC	0.9962053298950195	904	CYP2C9 gene			0	
2511	1024	GENETIC	0.9999929666519165	1018	CYP2C9			100	normalize.gene:CYP2C9
2512	1035	GENETIC	0.9999915361404419	1029	VKORC1			100	normalize.gene:VKORC1
2513	83	CHEMICAL	0.999996542930603	75	warfarin			80	rxcui:11289
2514	126	CHEMICAL	0.9999983906745911	109	7 - hydroxywarfarin			0	
2515	279	CHEMICAL	0.9999942779541016	269	S - warfarin			0	
2516	610	CHEMICAL	0.9999972581863403	602	Warfarin			80	rxcui:11289
2517	648	CHEMICAL	0.9999961853027344	639	vitamin K			80	rxcui:11258
2518	671	CHEMICAL	0.9999963641166687	654	vitamin K epoxide			0	
2519	688	CHEMICAL	0.9999932646751404	679	vitamin K			80	rxcui:11258
2520	873	CHEMICAL	0.9999972581863403	865	warfarin			80	rxcui:11289
2521	998	CHEMICAL	0.999997615814209	990	warfarin			80	rxcui:11289
2522	1129	CHEMICAL	0.9999974966049194	1121	warfarin			80	rxcui:11289
2524	28	GENETIC	0.999963641166687	22	CYP2C9			100	normalize.gene:CYP2C9
2525	39	GENETIC	0.9999866485595703	33	VKORC1			100	normalize.gene:VKORC1
2526	136	GENETIC	0.9999942779541016	130	CYP2C9			100	normalize.gene:CYP2C9
2527	189	GENETIC	0.9999931454658508	181	CYP2C9 * 2			0	
2528	202	GENETIC	0.9999935030937195	194	CYP2C9 * 3			0	
2529	239	GENETIC	0.9999927282333374	233	CYP2C9			100	normalize.gene:CYP2C9
2530	369	GENETIC	0.9999926686286926	361	CYP2C9 * 2			0	
2531	382	GENETIC	0.9999925494194031	374	CYP2C9 * 3			0	
2532	410	GENETIC	0.9999921321868896	404	CYP2C9			100	normalize.gene:CYP2C9
2533	721	GENETIC	0.9999895095825195	717	VKOR			60	normalize.gene:VKOR
2534	812	GENETIC	0.9999814629554749	801	VKORC1 gene			0	
2535	899	GENETIC	0.9999899864196777	893	VKORC1			100	normalize.gene:VKORC1
2536	915	GENETIC	0.9962053298950195	904	CYP2C9 gene			0	
2537	1024	GENETIC	0.9999929666519165	1018	CYP2C9			100	normalize.gene:CYP2C9
2538	1035	GENETIC	0.9999915361404419	1029	VKORC1			100	normalize.gene:VKORC1
2539	83	CHEMICAL	0.999996542930603	75	warfarin			80	rxcui:11289
2540	126	CHEMICAL	0.9999983906745911	109	7 - hydroxywarfarin			0	
2541	279	CHEMICAL	0.9999942779541016	269	S - warfarin			0	
2542	610	CHEMICAL	0.9999972581863403	602	Warfarin			80	rxcui:11289
2543	648	CHEMICAL	0.9999961853027344	639	vitamin K			80	rxcui:11258
2544	671	CHEMICAL	0.9999963641166687	654	vitamin K epoxide			0	
2545	688	CHEMICAL	0.9999932646751404	679	vitamin K			80	rxcui:11258
2546	873	CHEMICAL	0.9999972581863403	865	warfarin			80	rxcui:11289
2547	998	CHEMICAL	0.999997615814209	990	warfarin			80	rxcui:11289
2548	1129	CHEMICAL	0.9999974966049194	1121	warfarin			80	rxcui:11289
2550	28	GENETIC	0.999963641166687	22	CYP2C9			100	normalize.gene:CYP2C9
2551	39	GENETIC	0.9999866485595703	33	VKORC1			100	normalize.gene:VKORC1
2552	136	GENETIC	0.9999942779541016	130	CYP2C9			100	normalize.gene:CYP2C9
2553	189	GENETIC	0.9999931454658508	181	CYP2C9 * 2			0	
2554	202	GENETIC	0.9999935030937195	194	CYP2C9 * 3			0	
2555	239	GENETIC	0.9999927282333374	233	CYP2C9			100	normalize.gene:CYP2C9
2556	369	GENETIC	0.9999926686286926	361	CYP2C9 * 2			0	
2557	382	GENETIC	0.9999925494194031	374	CYP2C9 * 3			0	
2558	410	GENETIC	0.9999921321868896	404	CYP2C9			100	normalize.gene:CYP2C9
2559	721	GENETIC	0.9999895095825195	717	VKOR			60	normalize.gene:VKOR
2560	812	GENETIC	0.9999814629554749	801	VKORC1 gene			0	
2561	899	GENETIC	0.9999899864196777	893	VKORC1			100	normalize.gene:VKORC1
2562	915	GENETIC	0.9962053298950195	904	CYP2C9 gene			0	
2563	1024	GENETIC	0.9999929666519165	1018	CYP2C9			100	normalize.gene:CYP2C9
2564	1035	GENETIC	0.9999915361404419	1029	VKORC1			100	normalize.gene:VKORC1
2565	83	CHEMICAL	0.999996542930603	75	warfarin			80	rxcui:11289
2566	126	CHEMICAL	0.9999983906745911	109	7 - hydroxywarfarin			0	
