	end	entity_group	score	start	word	match_score	concept_id	match_type
2474	709	GENETIC	0.9999550580978394	696	CYP2C19 * 1 / * 1			0
2475	742	GENETIC	0.9999863505363464	729	CYP2C19 * 1 / * x			0
2476	267	CHEMICAL	0.9999754428863525	255	pantoprazole		rxcui:253191	80
2478	28	GENETIC	0.9999815225601196	22	CYP2D6		normalize.gene:CYP2D6	100
2479	131	GENETIC	0.9999688863754272	125	CYP2D6		normalize.gene:CYP2D6	100
2480	194	GENETIC	0.9999599456787109	188	CYP2D6		normalize.gene:CYP2D6	100
2481	240	CHEMICAL	0.9999891519546509	230	metoprolol		rxcui:6918	80
2482	276	CHEMICAL	0.9995956420898438	266	metoprolol		rxcui:6918	80
2484	28	GENETIC	0.9999557733535767	22	CYP2C9		normalize.gene:CYP2C9	100
2485	108	GENETIC	0.9999886751174927	100	CYP2C9 * 2			0
2486	129	GENETIC	0.990462601184845	113	CYP2C9 * 3 alleles			0
2487	333	GENETIC	0.9891148805618286	319	CYP2C9 alleles			0
2488	439	GENETIC	0.9998244047164917	433	CYP2C9		normalize.gene:CYP2C9	100
2489	600	GENETIC	0.9999545812606812	594	CYP2C9		normalize.gene:CYP2C9	100
2490	276	CHEMICAL	0.9999982118606567	275	p		chembl:CHEMBL4300766	80
2491	284	CHEMICAL	0.9171979427337646	276	##henytoin			0
2492	385	CHEMICAL	0.9841100573539734	376	phenytoin		rxcui:71227	80
2494	26	GENETIC	0.9998929500579834	22	RYR1		normalize.gene:RYR1	100
2495	38	GENETIC	0.9999253153800964	31	CACNA1S		normalize.gene:CACNA1S	100
2496	330	GENETIC	0.9999339580535889	326	RYR1		normalize.gene:RYR1	100
2497	342	GENETIC	0.9999726414680481	335	CACNA1S		normalize.gene:CACNA1S	100
2498	188	CHEMICAL	0.9999982118606567	186	su			0
2499	201	CHEMICAL	0.9046773910522461	188	##ccinylcholine			0
2500	237	CHEMICAL	0.9981975555419922	213	succinylcholine chloride		rxcui:10154	80
2502	142	DISEASE	0.9726885557174683	120	malignant hyperthermia		ncit:C84869	80
2504	162	DISEASE	0.9999716877937317	159	MHS		mondo:0020485	60
2506	362	DISEASE	0.9999796152114868	359	MHS		mondo:0020485	60
2508	29	GENETIC	0.9994444847106934	22	CYP2C19		normalize.gene:CYP2C19	100
2509	76	CHEMICAL	0.9999980926513672	75	v		rxcui:11115	60
2510	87	CHEMICAL	0.9805305004119873	76	##oriconazole			0
2511	414	CHEMICAL	0.9741023778915405	402	voriconazole		rxcui:121243	80
2512	588	CHEMICAL	0.9013780355453491	576	voriconazole		rxcui:121243	80
2514	80	GENETIC	0.9999850988388062	74	CYP2B6		normalize.gene:CYP2B6	100
2515	88	GENETIC	0.9998329281806946	82	CYP2C9		normalize.gene:CYP2C9	100
2516	97	GENETIC	0.9998900294303894	90	CYP2C19		normalize.gene:CYP2C19	100
2517	108	GENETIC	0.9999753832817078	102	CYP3A5		normalize.gene:CYP3A5	100
2518	137	CHEMICAL	0.9999979734420776	136	p		chembl:CHEMBL4300766	80
2519	145	CHEMICAL	0.9560449719429016	137	##rasugrel			0
2521	207	DISEASE	0.9997575879096985	187	platelet aggregation			0
2523	28	GENETIC	0.9998024702072144	22	CYP2C9		normalize.gene:CYP2C9	100
2524	39	GENETIC	0.9999465942382812	33	VKORC1		normalize.gene:VKORC1	100
2525	136	GENETIC	0.9999817609786987	130	CYP2C9		normalize.gene:CYP2C9	100
2526	189	GENETIC	0.9999905228614807	181	CYP2C9 * 2			0
2527	202	GENETIC	0.9999896287918091	194	CYP2C9 * 3			0
2528	239	GENETIC	0.9999804496765137	233	CYP2C9		normalize.gene:CYP2C9	100
2529	369	GENETIC	0.9999877214431763	361	CYP2C9 * 2			0
2530	382	GENETIC	0.9999865293502808	374	CYP2C9 * 3			0
2531	410	GENETIC	0.9997869729995728	404	CYP2C9		normalize.gene:CYP2C9	100
2532	721	GENETIC	0.999951183795929	717	VKOR		normalize.gene:VKOR	60
2533	812	GENETIC	0.9999784231185913	801	VKORC1 gene			0
2534	899	GENETIC	0.9999348521232605	893	VKORC1		normalize.gene:VKORC1	100
2535	915	GENETIC	0.998699426651001	904	CYP2C9 gene			0
2536	1024	GENETIC	0.9994133114814758	1018	CYP2C9		normalize.gene:CYP2C9	100
2537	1035	GENETIC	0.9998481869697571	1029	VKORC1		normalize.gene:VKORC1	100
2538	83	CHEMICAL	0.999958336353302	75	warfarin		rxcui:11289	80
2539	126	CHEMICAL	0.9999161958694458	109	7 - hydroxywarfarin			0
2540	279	CHEMICAL	0.9999735951423645	269	S - warfarin			0
2541	610	CHEMICAL	0.9999494552612305	602	Warfarin		rxcui:11289	80
2542	648	CHEMICAL	0.9999961853027344	639	vitamin K		rxcui:11258	80
2543	671	CHEMICAL	0.9999867677688599	654	vitamin K epoxide			0
2544	688	CHEMICAL	0.9999932646751404	679	vitamin K		rxcui:11258	80
2545	873	CHEMICAL	0.999964714050293	865	warfarin		rxcui:11289	80
2546	998	CHEMICAL	0.9999839663505554	990	warfarin		rxcui:11289	80
2547	1129	CHEMICAL	0.9996905326843262	1121	warfarin		rxcui:11289	80
2549	28	GENETIC	0.9998024702072144	22	CYP2C9		normalize.gene:CYP2C9	100
2550	39	GENETIC	0.9999465942382812	33	VKORC1		normalize.gene:VKORC1	100
2551	136	GENETIC	0.9999817609786987	130	CYP2C9		normalize.gene:CYP2C9	100
2552	189	GENETIC	0.9999905228614807	181	CYP2C9 * 2			0
2553	202	GENETIC	0.9999896287918091	194	CYP2C9 * 3			0
2554	239	GENETIC	0.9999804496765137	233	CYP2C9		normalize.gene:CYP2C9	100
2555	369	GENETIC	0.9999877214431763	361	CYP2C9 * 2			0
2556	382	GENETIC	0.9999865293502808	374	CYP2C9 * 3			0
2557	410	GENETIC	0.9997869729995728	404	CYP2C9		normalize.gene:CYP2C9	100
2558	721	GENETIC	0.999951183795929	717	VKOR		normalize.gene:VKOR	60
2559	812	GENETIC	0.9999784231185913	801	VKORC1 gene			0
2560	899	GENETIC	0.9999348521232605	893	VKORC1		normalize.gene:VKORC1	100
2561	915	GENETIC	0.998699426651001	904	CYP2C9 gene			0
2562	1024	GENETIC	0.9994133114814758	1018	CYP2C9		normalize.gene:CYP2C9	100
2563	1035	GENETIC	0.9998481869697571	1029	VKORC1		normalize.gene:VKORC1	100
2564	83	CHEMICAL	0.999958336353302	75	warfarin		rxcui:11289	80
2565	126	CHEMICAL	0.9999161958694458	109	7 - hydroxywarfarin			0
2566	279	CHEMICAL	0.9999735951423645	269	S - warfarin			0
2567	610	CHEMICAL	0.9999494552612305	602	Warfarin		rxcui:11289	80
2568	648	CHEMICAL	0.9999961853027344	639	vitamin K		rxcui:11258	80
2569	671	CHEMICAL	0.9999867677688599	654	vitamin K epoxide			0
2570	688	CHEMICAL	0.9999932646751404	679	vitamin K		rxcui:11258	80
2571	873	CHEMICAL	0.999964714050293	865	warfarin		rxcui:11289	80
2572	998	CHEMICAL	0.9999839663505554	990	warfarin		rxcui:11289	80
2573	1129	CHEMICAL	0.9996905326843262	1121	warfarin		rxcui:11289	80
2575	28	GENETIC	0.9998024702072144	22	CYP2C9		normalize.gene:CYP2C9	100
2576	39	GENETIC	0.9999465942382812	33	VKORC1		normalize.gene:VKORC1	100
2577	136	GENETIC	0.9999817609786987	130	CYP2C9		normalize.gene:CYP2C9	100
2578	189	GENETIC	0.9999905228614807	181	CYP2C9 * 2			0
2579	202	GENETIC	0.9999896287918091	194	CYP2C9 * 3			0
2580	239	GENETIC	0.9999804496765137	233	CYP2C9		normalize.gene:CYP2C9	100
2581	369	GENETIC	0.9999877214431763	361	CYP2C9 * 2			0
2582	382	GENETIC	0.9999865293502808	374	CYP2C9 * 3			0
2583	410	GENETIC	0.9997869729995728	404	CYP2C9		normalize.gene:CYP2C9	100
2584	721	GENETIC	0.999951183795929	717	VKOR		normalize.gene:VKOR	60
2585	812	GENETIC	0.9999784231185913	801	VKORC1 gene			0
2586	899	GENETIC	0.9999348521232605	893	VKORC1		normalize.gene:VKORC1	100
2587	915	GENETIC	0.998699426651001	904	CYP2C9 gene			0
2588	1024	GENETIC	0.9994133114814758	1018	CYP2C9		normalize.gene:CYP2C9	100
2589	1035	GENETIC	0.9998481869697571	1029	VKORC1		normalize.gene:VKORC1	100
2590	83	CHEMICAL	0.999958336353302	75	warfarin		rxcui:11289	80
2591	126	CHEMICAL	0.9999161958694458	109	7 - hydroxywarfarin			0
2592	279	CHEMICAL	0.9999735951423645	269	S - warfarin			0
2593	610	CHEMICAL	0.9999494552612305	602	Warfarin		rxcui:11289	80
2594	648	CHEMICAL	0.9999961853027344	639	vitamin K		rxcui:11258	80
2595	671	CHEMICAL	0.9999867677688599	654	vitamin K epoxide			0
2596	688	CHEMICAL	0.9999932646751404	679	vitamin K		rxcui:11258	80
2597	873	CHEMICAL	0.999964714050293	865	warfarin		rxcui:11289	80
2598	998	CHEMICAL	0.9999839663505554	990	warfarin		rxcui:11289	80
2599	1129	CHEMICAL	0.9996905326843262	1121	warfarin		rxcui:11289	80
2601	28	GENETIC	0.9999602437019348	22	CYP2C9		normalize.gene:CYP2C9	100
2602	170	GENETIC	0.9999871253967285	162	CYP2C9 * 2			0
2603	183	GENETIC	0.9999581575393677	175	CYP2C9 * 3			0
2604	188	GENETIC	0.5450419187545776	185	##oly			0
2605	197	GENETIC	0.6265862584114075	196	##s			0
2606	304	GENETIC	0.999428391456604	293	CYP2C9 * 3 / * 3			0
2607	432	GENETIC	0.9983139038085938	421	CYP2C9 * 1 / * 1			0
2608	441	GENETIC	0.7672799229621887	438	/ * 3			0
2609	540	GENETIC	0.9999071359634399	534	CYP2C9		normalize.gene:CYP2C9	100
2610	330	CHEMICAL	0.9560286402702332	321	celecoxib		rxcui:140587	80
2611	478	CHEMICAL	0.9999979734420776	477	c			0
2612	486	CHEMICAL	0.9862581491470337	478	##elecoxib			0
2614	28	GENETIC	0.9998024702072144	22	CYP2C9		normalize.gene:CYP2C9	100
2615	39	GENETIC	0.9999465942382812	33	VKORC1		normalize.gene:VKORC1	100
2616	136	GENETIC	0.9999817609786987	130	CYP2C9		normalize.gene:CYP2C9	100
2617	189	GENETIC	0.9999905228614807	181	CYP2C9 * 2			0
2618	202	GENETIC	0.9999896287918091	194	CYP2C9 * 3			0
2619	239	GENETIC	0.9999804496765137	233	CYP2C9		normalize.gene:CYP2C9	100
2620	369	GENETIC	0.9999877214431763	361	CYP2C9 * 2			0
2621	382	GENETIC	0.9999865293502808	374	CYP2C9 * 3			0
2622	410	GENETIC	0.9997869729995728	404	CYP2C9		normalize.gene:CYP2C9	100
2623	721	GENETIC	0.999951183795929	717	VKOR		normalize.gene:VKOR	60
2624	812	GENETIC	0.9999784231185913	801	VKORC1 gene			0
2625	899	GENETIC	0.9999348521232605	893	VKORC1		normalize.gene:VKORC1	100
2626	915	GENETIC	0.998699426651001	904	CYP2C9 gene			0
2627	1024	GENETIC	0.9994133114814758	1018	CYP2C9		normalize.gene:CYP2C9	100
2628	1035	GENETIC	0.9998481869697571	1029	VKORC1		normalize.gene:VKORC1	100
2629	83	CHEMICAL	0.999958336353302	75	warfarin		rxcui:11289	80
2630	126	CHEMICAL	0.9999161958694458	109	7 - hydroxywarfarin			0
2631	279	CHEMICAL	0.9999735951423645	269	S - warfarin			0
2632	610	CHEMICAL	0.9999494552612305	602	Warfarin		rxcui:11289	80
2633	648	CHEMICAL	0.9999961853027344	639	vitamin K		rxcui:11258	80
2634	671	CHEMICAL	0.9999867677688599	654	vitamin K epoxide			0
2635	688	CHEMICAL	0.9999932646751404	679	vitamin K		rxcui:11258	80
2636	873	CHEMICAL	0.999964714050293	865	warfarin		rxcui:11289	80
2637	998	CHEMICAL	0.9999839663505554	990	warfarin		rxcui:11289	80
2638	1129	CHEMICAL	0.9996905326843262	1121	warfarin		rxcui:11289	80
2640	28	GENETIC	0.9999563097953796	22	CYP2C9		normalize.gene:CYP2C9	100
2641	108	GENETIC	0.9999884366989136	100	CYP2C9 * 2			0
2642	129	GENETIC	0.9861041307449341	113	CYP2C9 * 3 alleles			0
2643	333	GENETIC	0.9868575930595398	319	CYP2C9 alleles			0
2644	439	GENETIC	0.9998335838317871	433	CYP2C9		normalize.gene:CYP2C9	100
2645	600	GENETIC	0.9999561309814453	594	CYP2C9		normalize.gene:CYP2C9	100
2646	276	CHEMICAL	0.9999982118606567	275	p		chembl:CHEMBL4300766	80
2647	284	CHEMICAL	0.9109177589416504	276	##henytoin			0
2648	385	CHEMICAL	0.9849437475204468	376	phenytoin		rxcui:71227	80
2650	29	GENETIC	0.9994617700576782	22	CYP2C19		normalize.gene:CYP2C19	100
2651	76	CHEMICAL	0.9999980926513672	75	v		rxcui:11115	60
2652	87	CHEMICAL	0.9803415536880493	76	##oriconazole			0
2653	420	CHEMICAL	0.9714759588241577	408	voriconazole		rxcui:121243	80
2654	583	CHEMICAL	0.9999980926513672	582	v		rxcui:11115	60
2655	594	CHEMICAL	0.8754534721374512	583	##oriconazole			0
2657	29	GENETIC	0.9999858736991882	22	CYP2C19		normalize.gene:CYP2C19	100
2658	118	GENETIC	0.9851992726325989	102	CYP2C19 * 1 allele			0
2659	169	GENETIC	0.9602938294410706	149	CYP2C19 * 2 and * 3 all			0
2660	485	GENETIC	0.9999688863754272	478	CYP2C19		normalize.gene:CYP2C19	100
2661	704	GENETIC	0.9999534487724304	697	CYP2C19		normalize.gene:CYP2C19	100
2662	96	CHEMICAL	0.9999700784683228	86	omeprazole		rxcui:7646	80
2663	449	CHEMICAL	0.9999884366989136	439	omeprazole		rxcui:7646	80
2664	522	CHEMICAL	0.9999910593032837	512	omeprazole		rxcui:7646	80
2665	777	CHEMICAL	0.9998618960380554	767	omeprazole		rxcui:7646	80
2666	805	CHEMICAL	0.9999842643737793	795	omeprazole		rxcui:7646	80
2668	21	GENETIC	0.9999330639839172	17	RYR1		normalize.gene:RYR1	100
2669	33	GENETIC	0.9999251365661621	26	CACNA1S		normalize.gene:CACNA1S	100
2670	314	GENETIC	0.9999538660049438	310	RYR1		normalize.gene:RYR1	100
2671	326	GENETIC	0.9999672174453735	319	CACNA1S		normalize.gene:CACNA1S	100
2672	231	CHEMICAL	0.9999047517776489	220	sevoflurane		rxcui:36453	80
2674	138	DISEASE	0.9983137249946594	116	malignant hyperthermia		ncit:C84869	80
2676	158	DISEASE	0.9999666810035706	155	MHS		mondo:0020485	60
2678	346	DISEASE	0.9999778270721436	343	MHS		mondo:0020485	60
2680	545	DISEASE	0.9996275305747986	523	Malignant Hyperthermia		ncit:C84869	80
2682	29	GENETIC	0.999988853931427	22	CYP2C19		normalize.gene:CYP2C19	100
2683	461	GENETIC	0.9999801516532898	454	CYP2C19		normalize.gene:CYP2C19	100
2684	600	GENETIC	0.9995797276496887	593	CYP2C19		normalize.gene:CYP2C19	100
2685	615	GENETIC	0.9999867677688599	602	CYP2C19 * 2 / * 2			0
2686	711	GENETIC	0.9999420046806335	698	CYP2C19 * 1 / * 1			0
2687	744	GENETIC	0.9999862909317017	731	CYP2C19 * 1 / * x			0
2688	267	CHEMICAL	0.9999809861183167	255	pantoprazole		rxcui:253191	80
2690	39	GENETIC	0.9999681711196899	32	CYP2C19		normalize.gene:CYP2C19	100
2691	738	GENETIC	0.9999017715454102	731	CYP2C19		normalize.gene:CYP2C19	100
2692	92	CHEMICAL	0.9914935231208801	77	Dexlansoprazole		rxcui:17128	80
2693	117	CHEMICAL	0.9975467920303345	114	dex		rxcui:3289	60
2694	129	CHEMICAL	0.9998767971992493	117	##lansoprazole			0
2695	248	CHEMICAL	0.9815762639045715	245	dex		rxcui:3289	60
2696	260	CHEMICAL	0.9991525411605835	248	##lansoprazole			0
2697	332	CHEMICAL	0.999997615814209	330	de			0
2698	333	CHEMICAL	0.9528643488883972	332	##x			0
2699	345	CHEMICAL	0.9991878271102905	333	##lansoprazole			0
2700	673	CHEMICAL	0.9999973773956299	671	de			0
2701	674	CHEMICAL	0.9580121040344238	673	##x			0
2702	686	CHEMICAL	0.9985201954841614	674	##lansoprazole			0
2704	101	CHEMICAL	0.9999963641166687	93	naproxen		rxcui:142442	80
2705	154	CHEMICAL	0.9999978542327881	152	as		rxcui:18346	60
2706	159	CHEMICAL	0.9891853928565979	154	##pirin			0
2707	226	CHEMICAL	0.9999949932098389	224	as		rxcui:18346	60
2708	231	CHEMICAL	0.9834369421005249	226	##pirin			0
2709	257	CHEMICAL	0.9999871253967285	255	th			0
2710	269	CHEMICAL	0.9889715313911438	257	##romboxane B2			0
2711	329	CHEMICAL	0.9999854564666748	327	as		rxcui:18346	60
2712	334	CHEMICAL	0.9771861433982849	329	##pirin			0
2713	360	CHEMICAL	0.999994695186615	352	naproxen		rxcui:142442	80
2714	367	CHEMICAL	0.9999904632568359	365	as		rxcui:18346	60
2715	372	CHEMICAL	0.9859128594398499	367	##pirin			0
2716	447	CHEMICAL	0.9999938011169434	439	naproxen		rxcui:142442	80
2717	467	CHEMICAL	0.999815046787262	465	as		rxcui:18346	60
2718	472	CHEMICAL	0.9969664216041565	467	##pirin			0
2719	579	CHEMICAL	0.9999964833259583	571	naproxen		rxcui:142442	80
2720	619	CHEMICAL	0.9999926090240479	617	as		rxcui:18346	60
2721	624	CHEMICAL	0.9986554980278015	619	##pirin			0
2722	666	CHEMICAL	0.8841492533683777	659	aspirin		rxcui:1191	80
2723	712	CHEMICAL	0.9999950528144836	704	naproxen		rxcui:142442	80
2724	767	CHEMICAL	0.999994695186615	759	naproxen		rxcui:142442	80
2725	821	CHEMICAL	0.9999916553497314	819	as		rxcui:18346	60
2726	826	CHEMICAL	0.995936930179596	821	##pirin			0
2727	842	CHEMICAL	0.9999921917915344	834	naproxen		rxcui:142442	80
2728	876	CHEMICAL	0.9966644644737244	874	as		rxcui:18346	60
2729	881	CHEMICAL	0.9965160489082336	876	##pirin			0
2730	1037	CHEMICAL	0.9999945759773254	1029	naproxen		rxcui:142442	80
2732	26	GENETIC	0.9998469352722168	22	RYR1		normalize.gene:RYR1	100
2733	38	GENETIC	0.9999529123306274	31	CACNA1S		normalize.gene:CACNA1S	100
2734	314	GENETIC	0.9998955726623535	310	RYR1		normalize.gene:RYR1	100
2735	326	GENETIC	0.9999775886535645	319	CACNA1S		normalize.gene:CACNA1S	100
2737	142	DISEASE	0.9750674366950989	120	malignant hyperthermia		ncit:C84869	80
2739	162	DISEASE	0.9999695420265198	159	MHS		mondo:0020485	60
2741	346	DISEASE	0.9999793767929077	343	MHS		mondo:0020485	60
2743	28	GENETIC	0.9999818801879883	22	CYP2D6		normalize.gene:CYP2D6	100
2744	131	GENETIC	0.9999683499336243	125	CYP2D6		normalize.gene:CYP2D6	100
2745	194	GENETIC	0.9999613761901855	188	CYP2D6		normalize.gene:CYP2D6	100
2746	240	CHEMICAL	0.9999915957450867	230	metoprolol		rxcui:6918	80
2747	276	CHEMICAL	0.9997285604476929	266	metoprolol		rxcui:6918	80
2749	77	CHEMICAL	0.917532742023468	66	corticoster			0
2750	223	CHEMICAL	0.9063585996627808	219	cort			0
2751	459	CHEMICAL	0.870925784111023	448	corticoster			0
2752	643	CHEMICAL	0.9997451901435852	641	co		iuphar.ligand:9531	80
2753	741	CHEMICAL	0.9999303817749023	739	co		iuphar.ligand:9531	80
2754	760	CHEMICAL	0.7632964849472046	756	Cort			0
2755	832	CHEMICAL	0.9117692112922668	821	Corticoster			0
2756	945	CHEMICAL	0.9464540481567383	934	corticoster			0
2758	278	DISEASE	0.9953169822692871	276	In		omim:609027	60
2759	279	DISEASE	0.9654262661933899	278	##f			0
2760	282	DISEASE	0.9994006156921387	279	##lam			0
2761	288	DISEASE	0.9999662637710571	282	##mation			0
2763	566	DISEASE	0.9384920597076416	556	dermatoses			0
2765	29	GENETIC	0.999988853931427	22	CYP2C19		normalize.gene:CYP2C19	100
2766	461	GENETIC	0.9999801516532898	454	CYP2C19		normalize.gene:CYP2C19	100
2767	600	GENETIC	0.9995797276496887	593	CYP2C19		normalize.gene:CYP2C19	100
2768	615	GENETIC	0.9999867677688599	602	CYP2C19 * 2 / * 2			0
2769	711	GENETIC	0.9999420046806335	698	CYP2C19 * 1 / * 1			0
2770	744	GENETIC	0.9999862909317017	731	CYP2C19 * 1 / * x			0
2771	267	CHEMICAL	0.9999809861183167	255	pantoprazole		rxcui:253191	80
2773	67	GENETIC	0.9999504089355469	60	OATP1B1		normalize.gene:OATP1B1	60
2774	278	GENETIC	0.9999851584434509	271	OATP1B1		normalize.gene:OATP1B1	60
2775	297	GENETIC	0.9928067922592163	281	SLCO1B1 521T > C			0
2776	353	GENETIC	0.9997071027755737	338	SLCO1B1 521 C / C			0
2777	38	CHEMICAL	0.9999978542327881	37	r		rxcui:1091	60
2778	49	CHEMICAL	0.9975279569625854	38	##osuvastatin			0
2779	144	CHEMICAL	0.9885846972465515	132	rosuvastatin		rxcui:301542	80
2780	474	CHEMICAL	0.9999979734420776	473	r		rxcui:1091	60
2781	485	CHEMICAL	0.9912111163139343	474	##osuvastatin			0
2783	28	GENETIC	0.9999475479125977	22	CYP2C9		normalize.gene:CYP2C9	100
2784	102	GENETIC	0.9999907612800598	94	CYP2C9 * 2			0
2785	129	GENETIC	0.9754303097724915	107	CYP2C9 * 3 polymorphisms			0
2786	258	GENETIC	0.9999750256538391	252	CYP2C9		normalize.gene:CYP2C9	100
2787	382	GENETIC	0.9999753832817078	376	CYP2C9		normalize.gene:CYP2C9	100
2788	194	CHEMICAL	0.9998577237129211	185	meloxicam		rxcui:41493	80
2790	28	GENETIC	0.9999815225601196	22	CYP2D6		normalize.gene:CYP2D6	100
2791	131	GENETIC	0.9999688863754272	125	CYP2D6		normalize.gene:CYP2D6	100
2792	194	GENETIC	0.9999599456787109	188	CYP2D6		normalize.gene:CYP2D6	100
2793	240	CHEMICAL	0.9999891519546509	230	metoprolol		rxcui:6918	80
2794	276	CHEMICAL	0.9995956420898438	266	metoprolol		rxcui:6918	80
2796	67	GENETIC	0.9999504089355469	60	OATP1B1		normalize.gene:OATP1B1	60
2797	278	GENETIC	0.9999851584434509	271	OATP1B1		normalize.gene:OATP1B1	60
2798	296	GENETIC	0.9928067922592163	280	SLCO1B1 521T > C			0
2799	352	GENETIC	0.9997071027755737	337	SLCO1B1 521 C / C			0
2800	38	CHEMICAL	0.9999978542327881	37	r		rxcui:1091	60
2801	49	CHEMICAL	0.9975279569625854	38	##osuvastatin			0
2802	144	CHEMICAL	0.9885846972465515	132	rosuvastatin		rxcui:301542	80
2803	473	CHEMICAL	0.9999979734420776	472	r		rxcui:1091	60
2804	484	CHEMICAL	0.9912111163139343	473	##osuvastatin			0
2806	28	GENETIC	0.9997835159301758	22	CYP2C9		normalize.gene:CYP2C9	100
2807	106	GENETIC	0.9999874234199524	98	CYP2C9 * 2			0
2808	119	GENETIC	0.99998539686203	111	CYP2C9 * 3			0
2809	126	GENETIC	0.5384037494659424	123	##ele			0
2810	182	GENETIC	0.9970821142196655	176	CYP2C9		normalize.gene:CYP2C9	100
2811	345	GENETIC	0.9994431734085083	339	CYP2C9		normalize.gene:CYP2C9	100
2812	411	GENETIC	0.9999158978462219	405	CYP2C9		normalize.gene:CYP2C9	100
2813	464	GENETIC	0.9999326467514038	458	CYP2C9		normalize.gene:CYP2C9	100
2814	418	CHEMICAL	0.8826537728309631	415	rim			0
2815	425	CHEMICAL	0.5944490432739258	424	##t			0
2817	26	GENETIC	0.9998929500579834	22	RYR1		normalize.gene:RYR1	100
2818	38	GENETIC	0.9999253153800964	31	CACNA1S		normalize.gene:CACNA1S	100
2819	330	GENETIC	0.9999339580535889	326	RYR1		normalize.gene:RYR1	100
2820	342	GENETIC	0.9999726414680481	335	CACNA1S		normalize.gene:CACNA1S	100
2821	188	CHEMICAL	0.9999982118606567	186	su			0
2822	201	CHEMICAL	0.9046773910522461	188	##ccinylcholine			0
2823	237	CHEMICAL	0.9981975555419922	213	succinylcholine chloride		rxcui:10154	80
2825	142	DISEASE	0.9726885557174683	120	malignant hyperthermia		ncit:C84869	80
2827	162	DISEASE	0.9999716877937317	159	MHS		mondo:0020485	60
2829	362	DISEASE	0.9999796152114868	359	MHS		mondo:0020485	60
2831	29	GENETIC	0.9999862909317017	22	CYP2C19		normalize.gene:CYP2C19	100
2832	118	GENETIC	0.9811614155769348	102	CYP2C19 * 1 allele			0
2833	165	GENETIC	0.9999821782112122	149	CYP2C19 * 2 and * 3			0
2834	485	GENETIC	0.9999665021896362	478	CYP2C19		normalize.gene:CYP2C19	100
2835	704	GENETIC	0.9999520182609558	697	CYP2C19		normalize.gene:CYP2C19	100
2836	96	CHEMICAL	0.9999722242355347	86	omeprazole		rxcui:7646	80
2837	449	CHEMICAL	0.9999887347221375	439	omeprazole		rxcui:7646	80
2838	522	CHEMICAL	0.9999908208847046	512	omeprazole		rxcui:7646	80
2839	777	CHEMICAL	0.999843418598175	767	omeprazole		rxcui:7646	80
2840	805	CHEMICAL	0.9999850988388062	795	omeprazole		rxcui:7646	80
2842	54	GENETIC	0.9999898672103882	37	HMG - CoA reductase			0
2843	107	GENETIC	0.9999833106994629	100	OATP1B1		normalize.gene:OATP1B1	60
2844	127	GENETIC	0.5277884006500244	118	transport			0
2845	318	GENETIC	0.9999857544898987	311	OATP1B1		normalize.gene:OATP1B1	60
2846	337	GENETIC	0.9989286661148071	321	SLCO1B1 521T > C			0
2847	393	GENETIC	0.9982836842536926	378	SLCO1B1 521 C / C			0
2848	44	CHEMICAL	0.9999144673347473	37	HMG - CoA			0
2849	78	CHEMICAL	0.9999961853027344	77	r		rxcui:1091	60
2850	89	CHEMICAL	0.9870646595954895	78	##osuvastatin			0
2851	173	CHEMICAL	0.9999980926513672	172	r		rxcui:1091	60
2852	184	CHEMICAL	0.9155781865119934	173	##osuvastatin			0
2853	525	CHEMICAL	0.9844913482666016	513	rosuvastatin		rxcui:301542	80
2855	28	GENETIC	0.9998024702072144	22	CYP2C9		normalize.gene:CYP2C9	100
2856	39	GENETIC	0.9999465942382812	33	VKORC1		normalize.gene:VKORC1	100
2857	136	GENETIC	0.9999817609786987	130	CYP2C9		normalize.gene:CYP2C9	100
2858	189	GENETIC	0.9999905228614807	181	CYP2C9 * 2			0
2859	202	GENETIC	0.9999896287918091	194	CYP2C9 * 3			0
2860	239	GENETIC	0.9999804496765137	233	CYP2C9		normalize.gene:CYP2C9	100
2861	369	GENETIC	0.9999877214431763	361	CYP2C9 * 2			0
2862	382	GENETIC	0.9999865293502808	374	CYP2C9 * 3			0
2863	410	GENETIC	0.9997869729995728	404	CYP2C9		normalize.gene:CYP2C9	100
2864	721	GENETIC	0.999951183795929	717	VKOR		normalize.gene:VKOR	60
2865	812	GENETIC	0.9999784231185913	801	VKORC1 gene			0
2866	899	GENETIC	0.9999348521232605	893	VKORC1		normalize.gene:VKORC1	100
2867	915	GENETIC	0.998699426651001	904	CYP2C9 gene			0
2868	1024	GENETIC	0.9994133114814758	1018	CYP2C9		normalize.gene:CYP2C9	100
2869	1035	GENETIC	0.9998481869697571	1029	VKORC1		normalize.gene:VKORC1	100
2870	83	CHEMICAL	0.999958336353302	75	warfarin		rxcui:11289	80
2871	126	CHEMICAL	0.9999161958694458	109	7 - hydroxywarfarin			0
2872	279	CHEMICAL	0.9999735951423645	269	S - warfarin			0
2873	610	CHEMICAL	0.9999494552612305	602	Warfarin		rxcui:11289	80
2874	648	CHEMICAL	0.9999961853027344	639	vitamin K		rxcui:11258	80
2875	671	CHEMICAL	0.9999867677688599	654	vitamin K epoxide			0
2876	688	CHEMICAL	0.9999932646751404	679	vitamin K		rxcui:11258	80
2877	873	CHEMICAL	0.999964714050293	865	warfarin		rxcui:11289	80
2878	998	CHEMICAL	0.9999839663505554	990	warfarin		rxcui:11289	80
